task No.,task_name,earliest_time,latest_time
1935,ods.ludp_msft_benchmark_report,389,1439
1936,ods.ludp_msft_operation_history,115,1439
1937,ods.ludp_msft_repairresult_history,376,1439
1938,ods.ludp_msft_return_fa_history,545,1439
1939,ods.ludp_msft_snh_history,109,1439
1940,ods.ludp_mt_cc_posting_date,377,1439
1941,ods.ludp_mt_fiscal_period,87,1439
1942,ods.ludp_optimus_account_mapping,703,1439
1943,ods.ludp_optimus_cseg_mapping,561,1439
1944,ods.ludp_optimus_geo_mapping,434,1439
1945,ods.ludp_optimus_product_mapping,67,1439
1946,ods.ludp_pcl_manual_hard_bundle_reclass_unposted,729,1439
1947,ods.ludp_pcl_sbb_service_reclass_unposted,60,1439
1948,ods.ludp_prc_inv_fday_cdl,387,1439
1949,ods.ludp_prc_ttlinv_fday_cdl,261,1439
1950,ods.ludp_rcl_factory_service_reclass_so,459,1439
1951,ods.ludp_rdm_master_result,195,1439
1952,ods.ludp_v_gem_dashboard_hc_consolidation_itcode_final,47,1439
1953,ods.ludp_v_lifecycle_producthier_series_mapping,655,1439
1954,ods.ludp_ww_fi_pcsd_playbook_bpc,10,1439
1955,ods.ludp_ww_fi_pcsd_playbook_dm_geo,346,1439
1956,ods.ludp_ww_fi_pcsd_playbook_optimus,423,1439
1957,ods.ludp_ww_fi_ssg_product_mapping,300,1439
1958,ods.ludp_ww_fi_w1_channel_ods,514,1439
1959,ods.ludp_ww_fi_w1_geo_ods,542,1439
1960,ods.ludp_ww_fi_w1_layer_ods,314,1439
1961,ods.ludp_ww_fi_w1_pcsd_series,451,1439
1962,ods.ludp_ww_fi_w1_product_ods,673,1439
1963,ods.ludp_ww_fi_w1_segment_ods,160,1439
1964,ods.ludp_ww_fi_w1_zobpcm002_account_ods,464,1439
1965,ods.ludp_ww_fi_w1_zobpcm005_channel_mapping_ods,578,1439
1966,ods.ludp_ww_fi_w1_zobpcm006_segment_mapping_ods,111,1439
1967,ods.ludp_ww_fi_w1_zobpcm007_geo_mapping_ods,520,1439
1968,ods.ludp_ww_fi_w1_zobpcm008_layer_mapping_ods,136,1439
1969,ods.ludp_wwdetail_result_prc,636,1439
1970,ods.ludpdimproduct,776,1439
1971,ods.m1001_prc_smb_customer_tiger,409,1439
1972,ods.m1004_prc_smb_customer_mapping_tiger,329,1439
1973,ods.m_product_info_tiger_con,79,1439
1974,ods.m_product_info_tiger_con_ip,703,1439
1975,ods.m_product_info_tiger_smb,334,1439
1976,ods.mbg3s_backlog_tocdop_cdl,283,1439
1977,ods.mbg3s_si_tocdop_cdl,454,1439
1978,ods.mcmt_dm_bw_optimus_bgoh,135,1439
1979,ods.mcmt_dm_bw_otipmus_ebr_cost_credit,627,1439
1980,ods.mcmt_dm_bw_otipmus_ebr_cost_credit_prc,779,1439
1981,ods.mcmt_dm_fee_calculation_feeding,692,1439
1982,ods.mcmt_ex_sy_cost_credit_row,741,1439
1983,ods.odh_billing_ca_prc,302,1439
1984,ods.ohmdm_pmdm_cto_csr,709,1439
1985,ods.ohmdm_pmdm_cv_spec,296,1439
1986,ods.ohmdm_pmdm_key_component_attributes,123,1439
1987,ods.ohmdm_pmdm_l1_shipment,327,1439
1988,ods.ohmdm_pmdm_l2_shipment,456,1439
1989,ods.ohmdm_pmdm_mtm_cv,112,1439
1990,ods.ohmdm_pmdm_mtm_sbb,117,1439
1991,ods.ohmdm_pmdm_ohc_service_default,714,1439
1992,ods.ohmdm_pmdm_ohc_service_report,455,1439
1993,ods.ohmdm_pmdm_part,189,1439
1994,ods.ohmdm_pmdm_part_service,259,1439
1995,ods.ohmdm_pmdm_pcsd_mtm_attr,178,1439
1996,ods.ohmdm_pmdm_product_key_component_linkage,401,1439
1997,ods.ohmdm_pmdm_product_offering,345,1439
1998,ods.ohmdm_pmdm_project_keydates,672,1439
1999,ods.ohmdm_pmdm_sbb_spec,561,1439
2000,ods.ohmdm_pmdm_st_mt_mapping,9,1439
2001,ods.ohmdm_pmdm_tam_forecast,769,1439
2002,ods.pms_magellan_billingestimate,418,1439
2003,ods.pms_magellan_bobasicinfo,0,1439
2004,ods.pms_magellan_cusinfo,195,1439
2005,ods.prc_customer_mdm_address_info,211,1439
2006,ods.prc_customer_mdm_cus_assignment_info,625,1439
2007,ods.prc_customer_mdm_cus_contact,436,1439
2008,ods.prc_customer_mdm_cus_customer_bu,566,1439
2009,ods.prc_customer_mdm_cus_customer_primary,673,1439
2010,ods.prc_customer_mdm_cus_external_id,674,1439
2011,ods.prc_customer_mdm_cus_relationship,96,1439
2012,ods.prc_customer_mdm_cus_reseller,750,1439
2013,ods.prc_customer_mdm_cus_tag,730,1439
2014,ods.prc_customer_mdm_customer_role,596,1439
2015,ods.prc_customer_mdm_customer_transaction,445,1439
2016,ods.prc_customer_mdm_frame_code,5,1439
2017,ods.prc_customer_mdm_frame_code_category,148,1439
2018,ods.prc_customer_mdm_primary_firm_tree,747,1439
2019,ods.prc_customer_mdm_sales_area,788,1439
2020,ods.prclpc_base_bidding_ref,777,1439
2021,ods.prclpc_base_china_ref,626,1439
2022,ods.prclpc_base_customized_char_attribute,523,1439
2023,ods.prclpc_base_customized_v_attribute,202,1439
2024,ods.prclpc_cto_product_infor,339,1439
2025,ods.prclpc_cto_product_sales,747,1439
2026,ods.prclpc_dcg_factsheet_item_status,398,1439
2027,ods.prclpc_isoc_ref_division,172,1439
2028,ods.prclpc_product_category,356,1439
2029,ods.prclpc_product_division,778,1439
2030,ods.prclpc_product_hierarchy,715,1439
2031,ods.prclpc_rel_bu_division,445,1439
2032,ods.prclpc_solution_category_hierarchy_china,794,1439
2033,ods.prclpc_solution_template,790,1439
2034,ods.prclpc_solution_template_adapter,678,1439
2035,ods.prclpc_solution_template_type_china,611,1439
2036,ods.prclpc_standard_product_infor,751,1439
2037,ods.prclpc_standard_product_sales,34,1439
2038,ods.prclpc_view_character_desc,645,1439
2039,ods.prclpc_view_character_value_desc,373,1439
2040,ods.rainbow_nec_data_summary_of_rev_final,692,1439
2041,ods.rainbow_v_nec_dsr_detail_of_backlog,4,1439
2042,ods.rdm_ar_fi_frozen_mapping_ods,527,1439
2043,ods.rel_ccb_order_customer_adj,213,1439
2044,ods.rel_d_orderdatadetail_xc,632,1439
2045,ods.rel_d_orderdatainfo,608,1439
2046,ods.rel_d_orderdatainfo_xc,98,1439
2047,ods.rel_orderinfo_isg_ad_h,264,1439
2048,ods.retailfamily_history_record,667,1439
2049,ods.retailfamily_shop_spare_gold,550,1439
2050,ods.rpa_ex_gl_pm_scorecard_failurerate,548,1439
2051,ods.rpa_ex_gl_pm_scorecard_penalties,620,1439
2052,ods.rpa_ex_gl_pm_scorecard_scores_vw,49,1439
2053,ods.s4_customergeneralview,51,1439
2054,ods.s4_customersalesview,26,1439
2055,ods.s4_fi_acdoca,536,1439
2056,ods.s4_fmdp_company_code,431,1439
2057,ods.s4_fmdp_cost_center,751,1439
2058,ods.s4_fmdp_cost_center_hierarchy,490,1439
2059,ods.s4_fmdp_cost_center_text,381,1439
2060,ods.s4_fmdp_gl_account,79,1439
2061,ods.s4_fmdp_gl_account_company_code,558,1439
2062,ods.s4_fmdp_gl_account_text,200,1439
2063,ods.s4_fmdp_profit_center,635,1439
2064,ods.s4_fmdp_profit_center_hierarchy,465,1439
2065,ods.s4_fmdp_profit_center_text,744,1439
2066,ods.s4_inventory_mard,518,1439
2067,ods.s4_inventory_mkol,532,1439
2068,ods.s4_inventory_mska,704,1439
2069,ods.s4_inventory_mssa,278,1439
2070,ods.s4_lic_billing_header,335,1439
2071,ods.s4_lic_billing_item,773,1439
2072,ods.s4_lic_billing_item_price,224,1439
2073,ods.s4_lic_billing_partner,430,1439
2074,ods.s4_mcmt_ckmlcr,572,1439
2075,ods.s4_mfg_dn_header,160,1439
2076,ods.s4_mfg_dn_item,80,1439
2077,ods.s4_mfg_order_bom,531,1439
2078,ods.s4_mfg_order_item,679,1439
2079,ods.s4_mo_basic,690,1439
2080,ods.s4_mo_bom,667,1439
2081,ods.s4_mo_status,370,1439
2082,ods.s4_mogrgi,356,1439
2083,ods.s4_mogrgi_goodsmvtitem,710,1439
2084,ods.s4_osp_document_flow,75,1439
2085,ods.s4_osp_so_modeling_address,601,1439
2086,ods.s4_osp_so_modeling_conditions,673,1439
2087,ods.s4_osp_so_modeling_cvlist,517,1439
2088,ods.s4_osp_so_modeling_items,48,1439
2089,ods.s4_osp_so_modeling_orderbom,480,1439
2090,ods.s4_osp_so_modeling_partners,681,1439
2091,ods.s4_osp_so_modeling_scheduleline,665,1439
2092,ods.s4_osp_so_modeling_texts,637,1439
2093,ods.s4_osp_so_modeling_zblock,306,1439
2094,ods.s4_po_header,453,1439
2095,ods.s4_po_history,197,1439
2096,ods.s4_po_item,644,1439
2097,ods.s4_po_partner,796,1439
2098,ods.s4_po_scheduleline,552,1439
2099,ods.s4_s900_so_rebate_balance,218,1439
2100,ods.s4_zcot_hierarchy,303,1439
2101,ods.s4_zfit_ag003a,676,1439
2102,ods.s4_zfit_agk03,780,1439
2103,ods.sales_contract_center_contract,611,1439
2104,ods.sales_contract_center_contract_approve_instance,739,1439
2105,ods.sales_contract_center_contract_approve_instance_log,563,1439
2106,ods.sales_contract_center_contract_approve_instance_task_added_approver,577,1439
2107,ods.sales_contract_center_contract_goods,449,1439
2108,ods.sales_contract_center_contract_project_mapping,481,1439
2109,ods.schema_global_t_dcg_global_tpy_result_day,709,1439
2110,ods.sci_acc_geo_total_demand_supply_rt_cml,175,1439
2111,ods.sci_acc_inv_pi_aging,552,1439
2112,ods.sci_ca_projection,562,1439
2113,ods.sci_delivery_accuracy,117,1439
2114,ods.sci_df_fgi_summary_dashboard,790,1439
2115,ods.sci_dim_geo_mbg,584,1439
2116,ods.sci_ecc_dn_ser_num,636,1439
2117,ods.sci_idp_sale_barcode,702,1439
2118,ods.sci_ltf_prg_proj_ww_ltf,310,1439
2119,ods.sci_mbg_fg_aging_inventory,134,1439
2120,ods.sci_mbg_pi_aging_inventory,302,1439
2121,ods.sci_mfg_shipment_input_fg,202,1439
2122,ods.sci_pc_ocd_service_dtl_bak,586,1439
2123,ods.sci_pcg_inv_fg_aging_inventory_inhouse,433,1439
2124,ods.sci_pcg_inv_fg_aging_inventory_vmi,716,1439
2125,ods.sci_pcg_inv_pi_aging,737,1439
2126,ods.sci_pcsd_backlog_full_ver_new,721,1439
2127,ods.sci_pcsd_backlog_full_ver_non_gsc_ca,357,1439
2128,ods.sci_pcsd_backlog_prc_full_ver,656,1439
2129,ods.sci_pcsd_backlog_summary_full_ver_new,556,1439
2130,ods.sci_pcsd_fg_aging_inventory,421,1439
2131,ods.sci_pcsd_supply_summary_prc_dashboard,357,1439
2132,ods.sci_rpt_mo_closing_rate,364,1439
2133,ods.sci_sc_dim_product_rt_cml,155,1439
2134,ods.sci_sc_dim_site_cml,59,1439
2135,ods.sci_sc_dim_site_mapping_cml,546,1439
2136,ods.sci_sc_geo_gross_fcst_rt_cml,761,1439
2137,ods.sci_sc_inventory_daily_fact_rt_cml,351,1439
2138,ods.sci_sc_inventory_realtime_fact_rt_cml,190,1439
2139,ods.sci_sc_material_master_data_fact_rt_cml,748,1439
2140,ods.sci_sc_mbg_calendar_cml,779,1439
2141,ods.sci_sc_mbg_ctb_offset_part_cml,129,1439
2142,ods.sci_sc_mbg_one_plan_cml,78,1439
2143,ods.sci_sc_mbg_one_plan_offset_cml,526,1439
2144,ods.sci_sc_mbg_one_plan_offset_part_cml,196,1439
2145,ods.sci_sc_mbg_parts_demand_commit_cml,323,1439
2146,ods.sci_sc_mbg_xcvr_ctb_cml,148,1439
2147,ods.sci_sc_mbg_xcvr_ctb_offset_cml,59,1439
2148,ods.sci_sc_pdp_mbg_cml,551,1439
2149,ods.sci_sc_pdp_offset_mbg_cml,642,1439
2150,ods.sci_sc_pdp_offset_part_mbg_cml,66,1439
2151,ods.sci_sc_purchase_order_fact_cml,132,1439
2152,ods.sci_sc_purchase_order_gr_fact_cml,331,1439
2153,ods.sci_sc_purchase_price_fact_cml,744,1439
2154,ods.sci_supplyplan_fg_month_new,67,1439
2155,ods.sci_z_psd_history_new,68,1439
2156,ods.sdms_ts_i_em_billing_ap_outbound,556,1439
2157,ods.sdms_ts_i_em_billing_emea_outbound,570,1439
2158,ods.sdms_vw_gtn_adjustment_pcg,628,1439
2159,ods.sdms_vw_gtn_billingtotaloutbound_ag_bw,129,1439
2160,ods.sdms_vw_pcg_factor_ap_ag,41,1439
2161,ods.sdms_vw_pcg_factor_emea,493,1439
2162,ods.sdms_vw_pcg_factorlevel_ap_ag,755,1439
2163,ods.sec_edi_transitstock,756,1439
2164,ods.sec_fs_resellerorderreports,175,1439
2165,ods.sec_sec_edi_stockbylenovo,119,1439
2166,ods.sec_sec_edi_stockreturnbylenovo,547,1439
2167,ods.sec_sec_edi_transitstockbylenovo,754,1439
2168,ods.serviceplus_bmc_r03_by_catagory_report_detail_view,25,1439
2169,ods.serviceplus_idl_zitr_billing_split_act,335,1439
2170,ods.serviceplus_md_daas_hw,336,1439
2171,ods.serviceplus_md_document_type_exclusion,522,1439
2172,ods.serviceplus_md_service_sellout_report_view,148,1439
2173,ods.serviceplus_md_zsplus_topseller_emeaps_view,649,1439
2174,ods.serviceplus_odl_mid_factory_service_07_act,628,1439
2175,ods.serviceplus_odl_mid_factory_service_lilo_07_act,419,1439
2176,ods.serviceplus_pcl_manual_hard_bundle_reclass_posted,421,1439
2177,ods.serviceplus_pcl_sbb_service_reclass_posted,35,1439
2178,ods.serviceplus_pcl_x_bundle_zoibds01l_03,456,1439
2179,ods.serviceplus_r03_category_offering_sum,11,1439
2180,ods.serviceplus_sales_amort_item_history,314,1439
2181,ods.serviceplus_sales_amort_item_inprogress,672,1439
2182,ods.serviceplus_sales_amort_prep_history,349,1439
2183,ods.serviceplus_sales_amort_prep_inprogress,790,1439
2184,ods.serviceplus_upsell_item_view,283,1439
2185,ods.smb_ordergoods,576,1439
2186,ods.smb_ordermainsons,664,1439
2187,ods.smbmachine_by_user_machine,328,1439
2188,ods.snowflake_customer_experience_kpi_measures,194,1439
2189,ods.snowflake_tbl_cx_kpi,404,1439
2190,ods.soc_extend_order_item,761,1439
2191,ods.soc_sales_order,441,1439
2192,ods.spos_b2c_saorder,743,1439
2193,ods.ssdc_ecc_so_sn_btcp,568,1439
2194,ods.ssdc_smb_adjust_data,568,1439
2195,ods.ssdc_smb_all_channel_sti,407,1439
2196,ods.ssdc_smb_base_city_market_type,149,1439
2197,ods.ssdc_smb_base_distributor_k,184,1439
2198,ods.ssdc_smb_base_t0_bp,349,1439
2199,ods.ssdc_smb_base_t1_bp_cover_city,649,1439
2200,ods.ssdc_smb_inv_detail_history,592,1439
2201,ods.ssdc_smb_planned_lock_info,575,1439
2202,ods.ssdc_smb_pushout_detail_history,459,1439
2203,ods.ssdc_smb_sec_adjust_data,729,1439
2204,ods.ssdc_smb_si_sn_replace,709,1439
2205,ods.ssdc_smb_sti0_detail_history,732,1439
2206,ods.ssdc_smb_sti_detail_history,31,1439
2207,ods.ssdc_smb_thinkplus_channel_inv_history,93,1439
2208,ods.ssdc_smb_thinkplus_channel_inv_sn_detail_history,71,1439
2209,ods.ssdc_smb_thinkplus_channel_sti,181,1439
2210,ods.ssdc_smb_thinkplus_ecc_order,288,1439
2211,ods.ssdc_smb_thinkplus_sn_detail_all,175,1439
2212,ods.ssdc_smb_transfer_detail_history,634,1439
2213,ods.ssdc_stage_pushout_think_result_all_ods,790,1439
2214,ods.ssdc_t_transfer_order_summary,501,1439
2215,ods.ssdc_think_zocmds32l_cdl,707,1439
2216,ods.ssdc_tk_distributorstihistory,158,1439
2217,ods.ssdc_tk_ec3_distributorcountrysnhistory,145,1439
2218,ods.ssdc_tk_ec3_resellerstihistory,753,1439
2219,ods.ssdc_tk_resellerstihistory,323,1439
2220,ods.t_0101_bu_mapping_Finance,598,1439
2221,ods.t_cockpit_svc_data_idl,389,1439
2222,ods.t_data_operation_cadence_idl_ciop,146,1439
2223,ods.t_data_operation_idl_ciop,443,1439
2224,ods.t_data_si_manual_adj_idl_dragon,636,1439
2225,ods.t_data_si_manual_adj_idl_tiger,281,1439
2226,ods.t_m1001_finance_gtn_rate,350,1439
2227,ods.usp_sci_mfg_shipment_input_fg,627,1439
2228,ods.ww_fi_ssg_playbook_bpc,314,1439
2229,ods.ww_fi_w1_zocbps04l_deduplication_all_dws,22,1439
2230,ods.wwopsdb_apos_manual_tracking_orders,699,1439
2231,ods.wwopsdb_nec_raw_data_new,253,1439
2232,prep_fi.usp_backlog_meas_consolidated_dataset_new_his_check,710,1439
2233,prep_fi.usp_bpc_member_formula_final,593,1439
2234,prep_fi.usp_bpc_wwmeas_tmp,674,1439
2235,prep_fi.usp_cam_fi_fact_fi_actl_pnl_data_set_new_check,151,1439
2236,prep_fi.usp_ckmlcr_delta_full,353,1439
2237,prep_fi.usp_configuration_with_json,261,1439
2238,prep_fi.usp_data_check_fact_row_fi_meas_master,351,1439
2239,prep_fi.usp_dim_fi_pcsd_geo,495,1439
2240,prep_fi.usp_dim_fi_pcsd_product_high_growth,301,1439
2241,prep_fi.usp_dim_fi_qbr_case,416,1439
2242,prep_fi.usp_dim_fi_qbr_layer,160,1439
2243,prep_fi.usp_dim_fi_qbr_product_all,734,1439
2244,prep_fi.usp_dim_lenovo_calendar,326,1439
2245,prep_fi.usp_dwd_fi_bpc_wwmeas_his,445,1439
2246,prep_fi.usp_ex_sy_cost_credit_backlog,442,1439
2247,prep_fi.usp_exp_cam_fact_row_fi_meas_master_to_bw,665,1439
2248,prep_fi.usp_exp_fact_fi_actl_pnl_data_set_new,372,1439
2249,prep_fi.usp_exp_fact_pcsd_prc_order_lvl_sell_through_in_report,320,1439
2250,prep_fi.usp_exp_fact_prc_pnl_report_isg_idg,226,1439
2251,prep_fi.usp_exp_fact_row_fi_svc_upsell_meas_master_to_bw,716,1439
2252,prep_fi.usp_exp_pcsd_fi_backlog_meas_consolidated_new,720,1439
2253,prep_fi.usp_exp_pcsd_row_fi_svc_upsell_fact_to_ludp,767,1439
2254,prep_fi.usp_fact_fi_actl_pnl_data_set_restore,695,1439
2255,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp1,213,1439
2256,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp12_restore,244,1439
2257,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp13,136,1439
2258,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp13_restore,743,1439
2259,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp1_restore,567,1439
2260,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp2,667,1439
2261,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp7,337,1439
2262,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp9,512,1439
2263,prep_fi.usp_fact_fi_actl_pnl_data_set_tmp_batch,462,1439
2264,prep_fi.usp_fact_fi_pcsd_playbook,134,1439
2265,prep_fi.usp_fact_fi_qbr_dataset_dcmb1,191,1439
2266,prep_fi.usp_fact_fi_qbr_dataset_dcmb2,685,1439
2267,prep_fi.usp_fact_fi_qbr_dataset_dcmb3,516,1439
2268,prep_fi.usp_fact_fi_qbr_dataset_isg,599,1439
2269,prep_fi.usp_fact_fi_qbr_dataset_pcls,774,1439
2270,prep_fi.usp_fact_isg_bms_fin_data_set_bak,580,1439
2271,prep_fi.usp_fact_isg_services_booking_and_gaap_report_exp,610,1439
2272,prep_fi.usp_fact_pcsd_backlog_master,655,1439
2273,prep_fi.usp_fact_pcsd_backlog_master_to_ludp,700,1439
2274,prep_fi.usp_fact_row_fi_meas_master_sum_delta_full,700,1439
2275,prep_fi.usp_fact_row_fi_meas_master_sum_to_bw_delta_full,600,1439
2276,prep_fi.usp_fact_row_fi_meas_master_update_statistics,486,1439
2277,prep_fi.usp_fact_row_fi_svc_upsell_meas_master_delta_full,514,1439
2278,prep_fi.usp_fact_row_fi_svc_upsell_meas_master_manual_adj,20,1439
2279,prep_fi.usp_fact_row_fi_svc_upsell_meas_master_sum,132,1439
2280,prep_fi.usp_fact_ssg_svc_pnl_detail,77,1439
2281,prep_fi.usp_fi_adhoc_backup_data_his,491,1439
2282,prep_fi.usp_fi_billing_document_flow_delta_full,493,1439
2283,prep_fi.usp_fi_cost_credit_row_actual_delta_full,440,1439
2284,prep_fi.usp_fi_data_his,793,1439
2285,prep_fi.usp_fi_data_his_full,109,1439
2286,prep_fi.usp_fi_data_his_ods,47,1439
2287,prep_fi.usp_fi_idg_edge_scope_delta_full,384,1439
2288,prep_fi.usp_fi_meas_consolidated_transaction_accessories_rev_delta_full,546,1439
2289,prep_fi.usp_fi_meas_consolidated_transaction_backend_bid_delta_full,237,1439
2290,prep_fi.usp_fi_meas_consolidated_transaction_bundle_delta_full,139,1439
2291,prep_fi.usp_fi_meas_consolidated_transaction_normal_delta_full,655,1439
2292,prep_fi.usp_fi_meas_consolidated_transaction_self_update,124,1439
2293,prep_fi.usp_fi_meas_consolidated_transaction_tie_rcm_billing_delta_full,649,1439
2294,prep_fi.usp_fi_meas_consolidated_transaction_xaas_delta_full,597,1439
2295,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_base_delta_full,372,1439
2296,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_batch1_delta_full,606,1439
2297,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_batch1_pre_delta_full,387,1439
2298,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_batch2_delta_full,452,1439
2299,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_batch3_delta_full,755,1439
2300,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_batch5_delta_full,362,1439
2301,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_daily_update_delta_full,410,1439
2302,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_emea_dummy_special_delta_full,134,1439
2303,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_sw_topseller_delta_full,599,1439
2304,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_top_seller,305,1439
2305,prep_fi.usp_fi_meas_daily_transaction_tmc_projection_warranty6s_delta_full,629,1439
2306,prep_fi.usp_fi_w1_acnt_dwd,715,1439
2307,prep_fi.usp_fi_w1_layer_dwd,355,1439
2308,prep_fi.usp_finance_pcsd_bpc_detail,112,1439
2309,prep_fi.usp_finance_pcsd_bpc_detail_with_optimus,262,1439
2310,prep_fi.usp_finance_pcsd_bpc_fctot,197,1439
2311,prep_fi.usp_finance_pcsd_playbook_detail_add_medion_pcsd,610,1439
2312,prep_fi.usp_finance_pcsd_playbook_detail_split,494,1439
2313,prep_fi.usp_finance_pcsd_playbook_medion_fcc_data,106,1439
2314,prep_fi.usp_isg_bms_fin_product_seg_table,738,1439
2315,prep_fi.usp_mt_cost_credit_flag,35,1439
2316,prep_fi.usp_pbi_analysis_bw_row,491,1439
2317,prep_fi.usp_pcsd_playbook_fccl_medion_fc,285,1439
2318,prep_fi.usp_pcsd_playbook_medion_fccl,223,1439
2319,prep_fi.usp_pcsd_row_fi_svc_upsell_fact_revenue_ratio,612,1439
2320,prep_fi.usp_prc_new_ebr_master_fact_delta,621,1439
2321,prep_fi.usp_row_fi_meas_pca_cons_fact_sum_delta_full,754,1439
2322,prep_fi.usp_row_fi_meas_pca_cons_fact_sum_to_bw_delta_full,639,1439
2323,prep_fi.usp_row_new_ebr_master_fact_delta,288,1439
2324,prep_fi.usp_row_svc_upsell_ledger_detail_delta_full,58,1439
2325,prep_fi.usp_universal_event,30,1439
2326,prep_fi.usp_ww_data_checking_report,764,1439
2327,prep_fi.usp_ww_fi_optimus_ods,106,1439
2328,prep_fi.usp_ww_fi_optimus_playbook,457,1439
2329,prep_fi.usp_ww_overview_data_checking_report,159,1439
2330,prep_ms.usp_acnt_dwc_exp,525,1439
2331,prep_ms.usp_csdc_inv_age_detail,674,1439
2332,prep_ms.usp_csdc_stock_by_lenovo,288,1439
2333,prep_ms.usp_dim_prc_ltop_optionset,593,1439
2334,prep_ms.usp_fact_isg_prc_full_data_snapshot,620,1439
2335,prep_ms.usp_fact_isg_prc_order_fulfill_with_pipeline_arch,607,1439
2336,prep_ms.usp_fact_prc_idg_sd_daily_sell_in,594,1439
2337,prep_ms.usp_fact_svc_prc_ssg_idg_rel_opportunity_booking_fcst_trend_full,365,1439
2338,prep_ms.usp_get_rowcount,210,1439
2339,prep_ms.usp_isg_customer_strategy,338,1439
2340,prep_ms.usp_isg_prc_05_07_backup_data,350,1439
2341,prep_ms.usp_prc_sale_order_cancel,788,1439
2342,prep_ms.usp_prc_sale_order_hdr_bak,358,1439
2343,prep_ms.usp_sell_in_kpi_huishang_exp,520,1439
2344,prep_ms.usp_svc_prc_rel_d365_opportunity,47,1439
2345,prep_ms.usp_svc_prc_rel_pms_and_rdm,188,1439
2346,prep_ms.usp_svc_prc_rel_pms_opportunity,337,1439
2347,prep_ms.usp_svc_prc_rel_rdm_opportunity,322,1439
2348,prep_ms.usp_v_codata_order_detail_history,636,1439
2349,prep_srv.usp_fact_svc_prc_d365_opportunity,309,1439
2350,prep_srv.usp_fact_svc_report_details_con_sellin_lecoo_ms,22,1439
2351,prep_srv.usp_fact_svc_report_details_con_sellin_ms,680,1439
2352,prep_srv.usp_fact_svc_report_details_rel_sellin_ms,568,1439
2353,prep_srv.usp_fact_svc_report_details_smb_sellin_lecoo_ms,8,1439
2354,prep_srv.usp_fact_svc_report_details_smb_sellin_ms,635,1439
2355,prep_srv.usp_svc_con_exrt,326,1439
2356,prep_srv_ww.usp_svc_ww_bpc_seg_ap_ps,53,1439
2357,prep_srv_ww.usp_svc_ww_bpc_seg_bia,11,1439
2358,prep_srv_ww.usp_svc_ww_bpc_seg_emea_ps,178,1439
2359,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook,398,1439
2360,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2021Q1,697,1439
2361,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2021Q2,11,1439
2362,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2021Q3,127,1439
2363,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2021Q4,614,1439
2364,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2022Q1,110,1439
2365,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2022Q2,606,1439
2366,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2022Q3,54,1439
2367,prep_srv_ww.usp_svc_ww_bpc_seg_na_chromebook_2022Q4,735,1439
2368,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller,68,1439
2369,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2021Q1,722,1439
2370,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2021Q2,396,1439
2371,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2021Q3,213,1439
2372,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2021Q4,696,1439
2373,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2022Q1,456,1439
2374,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2022Q2,684,1439
2375,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2022Q3,39,1439
2376,prep_srv_ww.usp_svc_ww_bpc_seg_na_topseller_2022Q4,606,1439
2377,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation,690,1439
2378,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2021Q1,556,1439
2379,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2021Q2,248,1439
2380,prep_srv_ww.usp_svc_ww_bpc_seg_revenue_allocation_2021Q3,131,1439
